# rho theta Phi
1.581518257877537224e+02 5.599397971143883490e-01 2.994812726974487305e+00
1.598499296215046854e+02 5.532943253222926128e-01 2.972235441207885742e+00
1.615549442140351175e+02 5.467888408892473961e-01 2.950244426727294922e+00
1.632666530556683995e+02 5.404195002705841633e-01 2.928838729858398438e+00
1.649848477891227390e+02 5.341825749053843442e-01 2.908022642135620117e+00
1.667093278733976547e+02 5.280744484263596439e-01 2.887794733047485352e+00
1.684399002611910703e+02 5.220916138282875041e-01 2.868150711059570312e+00
1.701763790894611930e+02 5.162306706117478772e-01 2.849085569381713867e+00
1.719185853827328287e+02 5.104883219167757336e-01 2.830595016479492188e+00
1.736663467687392881e+02 5.048613716591263678e-01 2.812670707702636719e+00
1.754194972059833617e+02 4.993467216801301123e-01 2.795299768447875977e+00
1.771778767228008178e+02 4.939413689195812363e-01 2.778476476669311523e+00
1.789413311675086504e+02 4.886424026197263015e-01 2.762185096740722656e+00
1.807097119692242870e+02 4.834470015671989973e-01 2.746415376663208008e+00
1.824828759089465962e+02 4.783524313786575721e-01 2.731153011322021484e+00
1.842606849004963294e+02 4.733560418349150312e-01 2.716382741928100586e+00
1.860430057809215327e+02 4.684552642674971734e-01 2.702089071273803711e+00
1.878297101099823294e+02 4.636476090008060935e-01 2.688258409500122070e+00
1.896206739783402497e+02 4.589306628524004172e-01 2.674872875213623047e+00
1.914157778240863763e+02 4.543020866933162316e-01 2.661917209625244141e+00
1.932149062572554215e+02 4.497596130698390260e-01 2.649374246597290039e+00
1.950179478919824874e+02 4.453010438876858768e-01 2.637228727340698242e+00
1.968247951859724481e+02 4.409242481591650331e-01 2.625463008880615234e+00
1.986353442869621801e+02 4.366271598135413323e-01 2.614062070846557617e+00
2.004494948858689440e+02 4.324077755705378334e-01 2.603008747100830078e+00
2.022671500763285053e+02 4.282641528766548134e-01 2.592288017272949219e+00
2.040882162203393762e+02 4.241944079037666127e-01 2.581884860992431641e+00
2.059126028197400160e+02 4.201967136092752964e-01 2.571783304214477539e+00
2.077402223932572838e+02 4.162692978569417224e-01 2.561969280242919922e+00
2.095709903588757754e+02 4.124104415973873228e-01 2.552428483963012695e+00
2.114048249212869734e+02 4.086184771071488253e-01 2.543147563934326172e+00
2.132416469641894423e+02 4.048917862850834326e-01 2.534113407135009766e+00
2.150813799472190340e+02 4.012287990048487574e-01 2.525312900543212891e+00
2.169239498072999766e+02 3.976279915221292982e-01 2.516734361648559570e+00
8.609297300012353560e+01 1.617274458145899541e+00 4.568532466888427734e+00
8.602325267042627388e+01 1.594047949605359449e+00 4.570270538330078125e+00
8.600000000000000000e+01 1.570796326794896558e+00 4.570746421813964844e+00
8.602325267042627388e+01 1.547544703984433667e+00 4.569945335388183594e+00
8.609297300012353560e+01 1.524318195443893575e+00 4.567880630493164062e+00
8.620904824900922847e+01 1.501141753066328466e+00 4.564556598663330078e+00
8.637129152675673538e+01 1.478040006606752943e+00 4.559970378875732422e+00
8.657944328765344721e+01 1.455037109074085899e+00 4.554141521453857422e+00
8.683317338436964405e+01 1.432156589660738444e+00 4.547077178955078125e+00
8.713208364316786003e+01 1.409421216374205255e+00 4.538789749145507812e+00
8.747571091451615644e+01 1.386852870257721415e+00 4.529305934906005859e+00
8.786353054595518586e+01 1.364472432765179155e+00 4.518640995025634766e+00
8.829496021857646326e+01 1.342299687503034411e+00 4.506815910339355469e+00
8.876936408468858986e+01 1.320353237183544692e+00 4.493863105773925781e+00
8.928605714219885670e+01 1.298650436263709240e+00 4.479806900024414062e+00
8.984430978086480479e+01 1.277207339386146945e+00 4.464672088623046875e+00
9.044335243676010805e+01 1.256038665403587773e+00 4.448495388031005859e+00
9.108238029388560619e+01 1.235157776467287416e+00 4.431303977966308594e+00
9.176055797563569172e+01 1.214576671398746477e+00 4.413136005401611328e+00
9.247702417357513127e+01 1.194305992348373646e+00 4.394021987915039062e+00
9.323089616645332001e+01 1.174355043576455371e+00 4.374004364013671875e+00
9.402127418834527361e+01 1.154731821071073972e+00 4.353112220764160156e+00
9.484724561103500662e+01 1.135443051642594181e+00 4.331384181976318359e+00
9.570788891204318816e+01 1.116494240101580493e+00 4.308861255645751953e+00
9.660227740586657319e+01 1.097889723131967310e+00 4.285578727722167969e+00
9.752948272189287593e+01 1.079632728508636008e+00 4.261574745178222656e+00
9.848857801796104638e+01 1.061725438372513430e+00 4.236888885498046875e+00
9.947864092356709875e+01 1.044169055361146015e+00 4.211555004119873047e+00
1.004987562112088995e+02 1.026963870492774156e+00 4.185616493225097656e+00
1.015480181982888297e+02 1.010109331812091060e+00 4.159108161926269531e+00
1.026255328853399931e+02 9.936041129214356893e-01 4.132067203521728516e+00
1.037304198391195200e+02 9.774461806381783413e-01 4.104528903961181641e+00
1.048618138313466375e+02 9.616328611341241617e-01 4.076531887054443359e+00
1.060188662455885691e+02 9.461609040232830115e-01 4.048117160797119141e+00
1.072007462660591699e+02 9.310265439682710031e-01 4.019313812255859375e+00
1.084066418629412141e+02 9.162255594715053020e-01 3.990157365798950195e+00
1.096357605893259688e+02 9.017533286043231122e-01 3.960684299468994141e+00
1.108873302050328959e+02 8.876048815047018481e-01 3.930933475494384766e+00
1.121605991424796258e+02 8.737749495422970636e-01 3.900931596755981445e+00
1.134548368294626783e+02 8.602580111082152037e-01 3.870716810226440430e+00
1.147693338832285832e+02 8.470483340367073177e-01 3.840322256088256836e+00
1.161034021895999331e+02 8.341400147073798621e-01 3.809778213500976562e+00
1.174563748802081875e+02 8.215270139102238689e-01 3.779113769531250000e+00
1.188276062201035899e+02 8.092031895825182453e-01 3.748369216918945312e+00
1.202164714171897515e+02 7.971623265472070896e-01 3.717574834823608398e+00
1.216223663640861758e+02 7.853981633974482790e-01 3.686749696731567383e+00
1.230447073221761940e+02 7.739044166824178284e-01 3.655941486358642578e+00
1.244829305567634776e+02 7.626748025558072186e-01 3.625165939331054688e+00
1.259364919314493250e+02 7.517030560514319504e-01 3.594463109970092773e+00
1.274048664690638901e+02 7.409829481505374460e-01 3.563855886459350586e+00
1.288875478857441976e+02 7.305083008032945413e-01 3.533378601074218750e+00
1.303840481040529653e+02 7.202730000630623852e-01 3.503056764602661133e+00
1.318938967503803781e+02 7.102710074866862566e-01 3.472917079925537109e+00
1.334166406412633421e+02 7.004963699477263495e-01 3.442991495132446289e+00
1.349518432626987021e+02 6.909432280024015993e-01 3.413308858871459961e+00
1.364990842460124441e+02 6.816058229404055036e-01 3.383887052536010742e+00
1.380579588433785432e+02 6.724785026448457659e-01 3.354757547378540039e+00
1.396280774056564837e+02 6.635557263775311299e-01 3.325945615768432617e+00
1.412090648648308218e+02 6.548320685978205047e-01 3.297477006912231445e+00
1.428005602229907254e+02 6.463022219153770065e-01 3.269373893737792969e+00
1.444022160494775733e+02 6.379609992695103315e-01 3.241655349731445312e+00
1.460136979875518364e+02 6.298033354204185530e-01 3.214349985122680664e+00
1.476346842716846197e+02 6.218242878305898502e-01 3.187471628189086914e+00
1.492648652563623273e+02 6.140190370079406934e-01 3.161046743392944336e+00
1.509039429571010373e+02 6.063828863759626042e-01 3.135088205337524414e+00
1.525516306041990617e+02 5.989112617302315700e-01 3.109612941741943359e+00
1.542076522096098756e+02 5.915997103351113839e-01 3.084635734558105469e+00
1.558717421471897069e+02 5.844438997093512889e-01 3.060172796249389648e+00
1.575436447464638263e+02 5.774396161445142228e-01 3.036232948303222656e+00
1.592231138999611346e+02 5.705827629957896940e-01 3.012828350067138672e+00
1.609099126840854410e+02 5.638693587807003249e-01 2.989969253540039062e+00
1.626038129934227641e+02 5.572955351175055139e-01 2.967656612396240234e+00
1.643045951883269709e+02 5.508575345317162641e-01 2.945901393890380859e+00
1.660120477555770719e+02 5.445517081560367068e-01 2.924704313278198242e+00
1.677259669818600401e+02 5.383745133462302102e-01 2.904066085815429688e+00
1.694461566398010746e+02 5.323225112328460185e-01 2.883987665176391602e+00
1.711724276862368868e+02 5.263923642264201064e-01 2.864468574523925781e+00
1.729045979724078848e+02 5.205808334916594005e-01 2.845502614974975586e+00
1.746424919657298176e+02 5.148847764042249198e-01 2.827085971832275391e+00
1.763859404827947230e+02 5.093011440020118741e-01 2.809212207794189453e+00
1.781347804332438614e+02 5.038269784412897634e-01 2.791873693466186523e+00
1.798888545741508551e+02 4.984594104666787984e-01 2.775060176849365234e+00
1.816480112745526299e+02 4.931956569026998971e-01 2.758764028549194336e+00
1.834121042897660061e+02 4.880330181735246797e-01 2.742970943450927734e+00
1.851809925451313745e+02 4.829688758565613416e-01 2.727670669555664062e+00
1.869545399288286944e+02 4.780006902746268271e-01 2.712850332260131836e+00
1.887326150934172801e+02 4.731259981306684126e-01 2.698494911193847656e+00
1.905150912657577464e+02 4.683424101883013058e-01 2.684591531753540039e+00
1.923018460649819019e+02 4.636476090008060935e-01 2.671125411987304688e+00
1.940927613281855599e+02 4.590393466906856346e-01 2.658081531524658203e+00
1.958877229435270237e+02 4.545154427813952180e-01 2.645445346832275391e+00
1.976866206904250873e+02 4.500737820824369795e-01 2.633200883865356445e+00
1.994893480865582376e+02 4.457123126286355874e-01 2.621332406997680664e+00
2.012958022413781123e+02 4.414290436740870849e-01 2.609825849533081055e+00
2.031058837158589085e+02 4.372220437409878868e-01 2.598666429519653320e+00
2.049194963882158333e+02 4.330894387233066301e-01 2.587837696075439453e+00
2.067365473253338450e+02 4.290294100450449677e-01 2.577327728271484375e+00
2.085569466596593600e+02 4.250401928726552092e-01 2.567119121551513672e+00
2.103806074713161252e+02 4.211200743810218916e-01 2.557199478149414062e+00
2.122074456752165759e+02 4.172673920722847485e-01 2.547555685043334961e+00
2.140373799129488361e+02 4.134805321466671901e-01 2.538173437118530273e+00
2.158703314492290417e+02 4.097579279243829808e-01 2.529041051864624023e+00
2.177062240727168501e+02 4.060980583176156400e-01 2.520145416259765625e+00
8.809086218218095610e+01 1.616219606216473537e+00 4.549405097961425781e+00
8.802272433866154699e+01 1.593519687636537618e+00 4.551059722900390625e+00
8.800000000000000000e+01 1.570796326794896558e+00 4.551503181457519531e+00
8.802272433866154699e+01 1.548072965953255498e+00 4.550739765167236328e+00
8.809086218218095610e+01 1.525373047373319579e+00 4.548763275146484375e+00
8.820430828479977947e+01 1.502719868536897208e+00 4.545575141906738281e+00
8.836288813749808924e+01 1.480136439594151421e+00 4.541185855865478516e+00
8.856635930193812101e+01 1.457645345204412024e+00 4.535604000091552734e+00
8.881441324469807341e+01 1.435268612809395883e+00 4.528842926025390625e+00
8.910667763978185008e+01 1.413027589198942557e+00 4.520908832550048828e+00
8.944271909999159220e+01 1.390942827002418447e+00 4.511828899383544922e+00
8.982204629154247755e+01 1.369033982474609612e+00 4.501613616943359375e+00
9.024411338142782313e+01 1.347319725654263500e+00 4.490289211273193359e+00
9.070832376358853821e+01 1.325817663668032553e+00 4.477876663208007812e+00
9.121403400793103344e+01 1.304544277643971295e+00 4.464402198791503906e+00
9.176055797563569172e+01 1.283514873397762379e+00 4.449889659881591797e+00
9.234717104492156636e+01 1.262743545771120246e+00 4.434376239776611328e+00
9.297311439335567229e+01 1.242243156243445501e+00 4.417880535125732422e+00
9.363759928575700542e+01 1.222025323210989667e+00 4.400442600250244141e+00
9.433981132056604224e+01 1.202100424136846923e+00 4.382090091705322266e+00
9.507891459203770523e+01 1.182477608622430676e+00 4.362856388092041016e+00
9.585405573057407480e+01 1.163164821337269617e+00 4.342778682708740234e+00
9.666436778875657865e+01 1.144168833668020469e+00 4.321887493133544922e+00
9.750897394599124368e+01 1.125495282907210681e+00 4.300219058990478516e+00
9.838699100999075142e+01 1.107148717794090409e+00 4.277809619903564453e+00
9.929753269845127761e+01 1.089132649240035056e+00 4.254696369171142578e+00
1.002397126891333414e+02 1.071449605114766612e+00 4.230910778045654297e+00
1.012126474310399544e+02 1.054101188032619429e+00 4.206492900848388672e+00
1.022154587134451020e+02 1.037088135155635138e+00 4.181471824645996094e+00
1.032472759931224573e+02 1.020410379118105393e+00 4.155889511108398438e+00
1.043072384832423865e+02 1.004067109271390201e+00 4.129775047302246094e+00
1.053944970100431817e+02 9.880568325449244904e-01 4.103171825408935547e+00
1.065082156455547846e+02 9.723774333163593964e-01 4.076107978820800781e+00
1.076475731263831079e+02 9.570262317783282402e-01 4.048614978790283203e+00
1.088117640698835515e+02 9.420000403794636101e-01 4.020736217498779297e+00
1.100000000000000000e+02 9.272952180016121870e-01 3.992499113082885742e+00
1.112115101956627541e+02 9.129077216126865180e-01 3.963933467864990234e+00
1.124455423749647736e+02 8.988331552046646689e-01 3.935079097747802734e+00
1.137013632284151612e+02 8.850668158886103587e-01 3.905960798263549805e+00
1.149782588144384761e+02 8.716037370732271361e-01 3.876618385314941406e+00
1.162755348299890699e+02 8.584387287005675882e-01 3.847076892852783203e+00
1.175925167687127981e+02 8.455664145524580677e-01 3.817368030548095703e+00
1.189285499785480482e+02 8.329812666744317307e-01 3.787524223327636719e+00
1.202829996300391571e+02 8.206776369910395719e-01 3.757575750350952148e+00
1.216552506059643974e+02 8.086497862079111698e-01 3.727548360824584961e+00
1.230447073221761940e+02 7.968919101124788407e-01 3.697479248046875000e+00
1.244507934888323604e+02 7.853981633974482790e-01 3.667386770248413086e+00
1.258729518204765014e+02 7.741626811394856089e-01 3.637307882308959961e+00
1.273106437027163906e+02 7.631795980707292149e-01 3.607268810272216797e+00
1.287633488225589815e+02 7.524430657831502334e-01 3.577297210693359375e+00
1.302305647687976489e+02 7.419472680059174818e-01 3.547419786453247070e+00
1.317118066082156531e+02 7.316864340942157430e-01 3.517662048339843750e+00
1.332066064427737047e+02 7.216548508647612215e-01 3.488054990768432617e+00
1.347145129523912885e+02 7.118468729089085789e-01 3.458624124526977539e+00
1.362350909274112212e+02 7.022569315090070319e-01 3.429388999938964844e+00
1.377679207943562005e+02 6.928795422778014634e-01 3.400386333465576172e+00
1.393125981381439829e+02 6.837093116343713195e-01 3.371631383895874023e+00
1.408687332235226677e+02 6.747409422235526311e-01 3.343153953552246094e+00
1.424359505181188581e+02 6.659692373791098463e-01 3.314975500106811523e+00
1.440138882191575362e+02 6.573891047242514940e-01 3.287118434906005859e+00
1.456021977856103717e+02 6.489955589965008542e-01 3.259605646133422852e+00
1.472005434772575825e+02 6.407837241775079518e-01 3.232459306716918945e+00
1.488086019019062007e+02 6.327488350021831520e-01 3.205697536468505859e+00
1.504260615717901430e+02 6.248862379155891711e-01 3.179343223571777344e+00
1.520526224699856925e+02 6.171913915403621775e-01 3.153410911560058594e+00
1.536879956275050176e+02 6.096598667120814996e-01 3.127919673919677734e+00
1.553319027115807955e+02 6.022873461349641522e-01 3.102884769439697266e+00
1.569840756255232463e+02 5.950696237055411730e-01 3.078321456909179688e+00
1.586442561204155197e+02 5.880026035475675039e-01 3.054240703582763672e+00
1.603121954188139853e+02 5.810822987973270903e-01 3.030658245086669922e+00
1.619876538505326948e+02 5.743048301747017970e-01 3.007579326629638672e+00
1.636704005005181273e+02 5.676664243718797520e-01 2.985015153884887695e+00
1.653602128687550987e+02 5.611634122883522036e-01 2.962972640991210938e+00
1.670568765420926809e+02 5.547922271378956660e-01 2.941456556320190430e+00
1.687601848778319038e+02 5.485494024505280786e-01 2.920472145080566406e+00
